,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,label_ch1,taxid_ch1,scan_protocol,description,data_processing,platform_id,supplementary_file,data_row_count,characteristics_ch1.1,characteristics_ch1.2,supplementary_file.1,Genotype:ch1,Growth condition:ch1,Medium:ch1,characteristics_ch1.3,treatment_protocol_ch1,Time:ch1,description.1,contact_laboratory,genotype:ch1,growth condition:ch1,medium:ch1,time:ch1,growth medium:ch1,strain:ch1,treatment group:ch1,characteristics_ch1.4,genotype/variation:ch1,phase:ch1,treatment:ch1,host plant:ch1,infected with:ch1,time point:ch1,tissue:ch1,contact_web_link,Induction time:ch1
GSM313745,110spc4 anoxic YEM 5,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313745/suppl/GSM313745.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313745/suppl/GSM313745.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313746,110spc4 anoxic YEM 6,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313746/suppl/GSM313746.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313746/suppl/GSM313746.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313747,110spc4 anoxic YEM 7,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313747/suppl/GSM313747.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313747/suppl/GSM313747.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313748,110spc4 anoxic YEM 8,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313748/suppl/GSM313748.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313748/suppl/GSM313748.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313749,110spc4 anoxic YEM 9,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313749/suppl/GSM313749.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313749/suppl/GSM313749.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313750,110spc4 anoxic YEM 10,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313750/suppl/GSM313750.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313750/suppl/GSM313750.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313751,110spc4 anoxic YEM 11,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313751/suppl/GSM313751.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313751/suppl/GSM313751.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313752,110spc4 anoxic YEM 12,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313752/suppl/GSM313752.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313752/suppl/GSM313752.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313753,110spc4 anoxic YEM 13,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum wild-type strain grown anoxically,Bradyrhizobium japonicum,Genotype: 110spc4,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313753/suppl/GSM313753.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313753/suppl/GSM313753.CHP.gz,110spc4,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313754,7454 anoxic YEM 1,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum fixK1 mutant grown anoxically,Bradyrhizobium japonicum,Genotype:7454,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum fixK1 mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313754/suppl/GSM313754.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313754/suppl/GSM313754.CHP.gz,7454,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313755,7454 anoxic YEM 2,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum fixK1 mutant grown anoxically,Bradyrhizobium japonicum,Genotype:7454,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum fixK1 mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313755/suppl/GSM313755.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313755/suppl/GSM313755.CHP.gz,7454,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313756,7454 anoxic YEM 3,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum fixK1 mutant grown anoxically,Bradyrhizobium japonicum,Genotype:7454,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum fixK1 mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313756/suppl/GSM313756.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313756/suppl/GSM313756.CHP.gz,7454,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313757,7454 anoxic YEM 4,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum fixK1 mutant grown anoxically,Bradyrhizobium japonicum,Genotype:7454,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum fixK1 mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313757/suppl/GSM313757.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313757/suppl/GSM313757.CHP.gz,7454,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313758,7454 anoxic YEM 5,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum fixK1 mutant grown anoxically,Bradyrhizobium japonicum,Genotype:7454,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum fixK1 mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313758/suppl/GSM313758.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313758/suppl/GSM313758.CHP.gz,7454,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313759,7454 anoxic YEM 6,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum fixK1 mutant grown anoxically,Bradyrhizobium japonicum,Genotype:7454,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum fixK1 mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313759/suppl/GSM313759.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313759/suppl/GSM313759.CHP.gz,7454,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313760,9043 nodules soybean 21 Days 1,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,nodules soybean 21 dpi infected by B. japonicum fixK2 mutant,Bradyrhizobium japonicum,Genotype: 9043,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum fixK2 mutant,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313760/suppl/GSM313760.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313760/suppl/GSM313760.CHP.gz,9043,nodules,soybean,,,,,,,,,,,,,,,,,,,,,,
GSM313761,9043 nodules soybean 21 Days 2,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,nodules soybean 21 dpi infected by B. japonicum fixK2 mutant,Bradyrhizobium japonicum,Genotype: 9043,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum fixK2 mutant,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313761/suppl/GSM313761.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313761/suppl/GSM313761.CHP.gz,9043,nodules,soybean,,,,,,,,,,,,,,,,,,,,,,
GSM313762,9043 nodules soybean 21 Days 3,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,nodules soybean 21 dpi infected by B. japonicum fixK2 mutant,Bradyrhizobium japonicum,Genotype: 9043,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum fixK2 mutant,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313762/suppl/GSM313762.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313762/suppl/GSM313762.CHP.gz,9043,nodules,soybean,,,,,,,,,,,,,,,,,,,,,,
GSM313763,7360 nodules soybean 21 Days 1,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,nodules soybean 21 dpi infected by B. japonicum fixJ mutant,Bradyrhizobium japonicum,Genotype: 7360,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum fixJ mutant,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313763/suppl/GSM313763.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313763/suppl/GSM313763.CHP.gz,7360,nodules,soybean,,,,,,,,,,,,,,,,,,,,,,
GSM313764,7360 nodules soybean 21 Days 2,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,nodules soybean 21 dpi infected by B. japonicum fixJ mutant,Bradyrhizobium japonicum,Genotype: 7360,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum fixJ mutant,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313764/suppl/GSM313764.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313764/suppl/GSM313764.CHP.gz,7360,nodules,soybean,,,,,,,,,,,,,,,,,,,,,,
GSM313765,7360 nodules soybean 21 Days 3,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,nodules soybean 21 dpi infected by B. japonicum fixJ mutant,Bradyrhizobium japonicum,Genotype: 7360,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum fixJ mutant,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313765/suppl/GSM313765.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313765/suppl/GSM313765.CHP.gz,7360,nodules,soybean,,,,,,,,,,,,,,,,,,,,,,
GSM313766,A9 anoxic YEM 1,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum nifA mutant grown anoxically,Bradyrhizobium japonicum,Genotype: A9,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum nifA mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313766/suppl/GSM313766.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313766/suppl/GSM313766.CHP.gz,A9,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313767,A9 anoxic YEM 2,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum nifA mutant grown anoxically,Bradyrhizobium japonicum,Genotype: A9,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum nifA mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313767/suppl/GSM313767.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313767/suppl/GSM313767.CHP.gz,A9,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
GSM313768,A9 anoxic YEM 3,Public on Aug 21 2008,Aug 19 2008,Aug 21 2008,RNA,1,B. japonicum nifA mutant grown anoxically,Bradyrhizobium japonicum,Genotype: A9,Cells were grown to mid-exponential phase which corresponded to an OD600 of 0.4 to 0.5 in microoxic cultures (PSY-arabinose medium) and a OD600 of 0.175 to 0.225 in anoxic cultures (YEM-nitrate medium); soybean nodules were harvested 21 days post inoculation (dpi),total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum nifA mutant grown anoxically,GeneChip Operating Software (GCOS) version 1.2 (Affymetrix),GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313768/suppl/GSM313768.CEL.gz,18968,Growth condition: anoxic,Medium: YEM,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM313nnn/GSM313768/suppl/GSM313768.CHP.gz,A9,anoxic,YEM,,,,,,,,,,,,,,,,,,,,,,
